CONTROL_SECTION,LOGMILE_FROM,LOGMILE_TO,LENGTH,AVG_ADT,FUNCTIONAL_CLASS,HIGHWAY_CLASS,CLASS_DESC,MED_TYPE,MED_TYPE_DESC,MEDIAN_WIDTH,MED_PRESENCE,NUM_LANES,PAVEMENT_WIDTH,AVG_LANE_WIDTH,INTERSECTION,TOT_CRASH,AVG_CRASH
046-04,10.01,5.6,4.41,2056,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,9,3.00
046-04,12.62,10.01,2.61,2103,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,8,2.67
046-04,5.26,1.32,3.94,2679,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,19,6.33
046-04,1.32,0,1.32,2433,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,3,1.00
046-05,3.23,0,3.23,1097,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,7,2.33
046-05,8.44,3.23,5.21,1017,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,10,3.33
046-06,15.36,0,15.36,735,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,8,2.67
046-31,2.2,0.49,1.71,31745,14,6,Urban 4 Lane,3,1 Way Couplet,30,0,4,56,14,0,170,56.67
046-31,2.66,2.2,0.46,31452,14,7,Urban 4 Lane Divided,4,Divided <30 ft,8,1,4,52,13,0,27,9.00
046-31,3.82,3.15,0.67,23181,14,7,Urban 4 Lane Divided,5,Divided >30 ft,8,1,4,48,12,0,52,17.33
046-31,3.15,2.66,0.49,31533,14,7,Urban 4 Lane Divided,5,Divided >30 ft,89,1,4,48,12,0,45,15.00
046-31,0.49,0,0.49,40352,14,6,Urban 4 Lane,1,Undivided,0,0,4,60,15,0,71,23.67
046-32,0.9,0,0.9,22928,14,7,Urban 4 Lane Divided,4,Divided <30 ft,16,1,6,64,10.66666667,0,39,13.00
046-32,4.18,2.91,1.27,18596,14,7,Urban 4 Lane Divided,5,Divided >30 ft,30,1,4,48,12,0,92,30.67
046-32,11.09,8.17,2.92,4536,14,7,Urban 4 Lane Divided,5,Divided >30 ft,36,1,4,48,12,0,11,3.67
046-32,8.17,4.18,3.99,18535,14,7,Urban 4 Lane Divided,5,Divided >30 ft,36,1,4,48,12,0,62,20.67
046-32,11.44,11.09,0.35,6000,16,7,Urban 4 Lane Divided,5,Divided >30 ft,36,1,4,48,12,0,2,0.67
046-32,2.91,0.9,2.01,25835,14,7,Urban 4 Lane Divided,5,Divided >30 ft,64,1,4,52,13,0,283,94.33
046-32,11.91,11.44,0.47,6000,16,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,8,2.67
046-32,12.7,11.91,0.79,6000,16,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,16,5.33
047-01,2.07,9.21,7.14,3569,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,39,13.00
047-01,9.21,15.05,5.84,3584,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,19,6.33
047-01,1.71,2.07,0.36,4000,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
047-01,0.93,1.71,0.78,8245,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,11,3.67
047-01,0.43,0.63,0.2,8000,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,3,1.00
047-01,0.63,0.93,0.3,8450,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,4,1.33
047-01,0.35,0.43,0.08,9100,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,4,1.33
047-01,0.13,0.35,0.22,9733,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,6,2.00
047-01,0,0.13,0.13,9735,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,23,7.67
047-02,9.55,9.65,0.1,8800,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,4,1.33
047-02,0,7.18,7.18,9356,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,16,5.33
047-02,7.18,8.49,1.31,9367,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,9,3.00
047-02,9.15,9.28,0.13,13400,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
047-02,8.49,9.15,0.66,13500,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,3,1.00
047-02,9.28,9.55,0.27,13700,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
047-03,3,9.38,6.38,4986,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,14,4.67
047-03,0,0.15,0.15,8743,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,7,2.33
047-03,0.15,0.83,0.68,8930,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,10,3.33
047-03,0.83,3,2.17,10886,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,14,4.67
047-04,11.48,11.56,0.08,7100,14,5,Urban 2 Lane,5,Divided >30 ft,30,1,2,24,12,0,2,0.67
047-04,11.4,11.48,0.08,7767,14,5,Urban 2 Lane,5,Divided >30 ft,30,1,2,24,12,0,6,2.00
047-04,11.14,11.4,0.26,8250,14,5,Urban 2 Lane,5,Divided >30 ft,30,1,2,24,12,0,2,0.67
047-04,8.14,8.23,0.09,5700,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
047-04,0,7.98,7.98,5757,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,14,4.67
047-04,7.98,8.14,0.16,5900,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
047-04,12.07,12.75,0.68,6900,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,3,1.00
047-04,10.78,10.98,0.2,5580,14,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,5,1.67
047-04,8.25,9.33,1.08,6611,14,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,9,3.00
047-04,10.44,10.49,0.05,6757,14,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,7,2.33
047-04,9.33,10.44,1.11,6771,14,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,17,5.67
047-04,11.56,12.07,0.51,6867,14,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,9,3.00
047-04,10.7,10.78,0.08,10000,14,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,18,6.00
047-04,10.49,10.7,0.21,13361,14,6,Urban 4 Lane,1,Undivided,0,0,4,49,12.25,0,31,10.33
048-01,0,4.97,4.97,9034,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,29,9.67
048-01,6.02,6.43,0.41,18100,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,3,1.00
048-01,5.23,6.02,0.79,20200,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,4,1.33
048-02,4.72,8.16,3.44,2640,17,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,15,5.00
048-02,0.33,1,0.67,2600,17,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,3,1.00
048-02,1,4.72,3.72,2688,17,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,16,5.33
048-02,0,0.25,0.25,18100,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
048-02,0.25,0.33,0.08,2600,17,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
048-03,9.15,9.79,0.64,2200,9,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,1,0.33
048-03,8.94,9.15,0.21,1090,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
048-03,5,8.4,3.4,1121,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,7,2.33
048-03,0,5,5,1883,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,29,9.67
049-01,11.83,15.16,3.33,3900,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,4,1.33
049-01,15.16,15.81,0.65,3950,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,4,1.33
049-01,10.96,11.83,0.87,4100,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
049-01,9.47,10.96,1.49,4800,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
049-01,2.11,7.59,5.48,4827,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,11,3.67
049-01,7.59,9.47,1.88,4856,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,9,3.00
049-01,0.67,2.11,1.44,5500,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
049-01,0,0.67,0.67,6600,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
050-05,1.8,3.28,1.48,8562,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,13,4.33
050-05,3.28,6.43,3.15,8573,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,15,5.00
050-05,0.6,0.95,0.35,8540,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,5,1.67
050-05,0.95,1.8,0.85,8600,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,4,1.33
050-05,0,0.6,0.6,11958,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,45,15.00
050-06,13.44,13.56,0.12,19240,14,6,Urban 4 Lane,3,1 Way Couplet,30,0,4,50,12.5,0,5,1.67
050-06,13.56,13.75,0.19,19263,14,6,Urban 4 Lane,3,1 Way Couplet,30,0,4,50,12.5,0,16,5.33
050-06,13.2,13.44,0.24,19933,14,6,Urban 4 Lane,3,1 Way Couplet,30,0,4,50,12.5,0,42,14.00
050-06,13.75,14.03,0.28,18571,14,6,Urban 4 Lane,3,1 Way Couplet,30,0,4,56,14,0,14,4.67
050-06,14.03,14.24,0.21,18922,14,6,Urban 4 Lane,3,1 Way Couplet,30,0,4,56,14,0,18,6.00
050-06,14.24,14.42,0.18,27350,14,6,Urban 4 Lane,3,1 Way Couplet,30,0,4,61,15.25,0,16,5.33
050-06,5.33,11.7,6.37,11462,2,3,Rural 4 Lane Divided,9,Continuous Turn Lane,0,0,4,48,12,0,21,7.00
050-06,11.7,11.83,0.13,11900,2,3,Rural 4 Lane Divided,9,Continuous Turn Lane,0,0,4,52,13,0,2,0.67
050-06,11.88,13.09,1.21,19971,14,7,Urban 4 Lane Divided,9,Continuous Turn Lane,0,0,4,48,12,0,21,7.00
050-06,13.09,13.2,0.11,20800,14,7,Urban 4 Lane Divided,9,Continuous Turn Lane,0,0,4,48,12,0,4,1.33
050-06,14.71,15.12,0.41,26044,14,7,Urban 4 Lane Divided,4,Divided <30 ft,8,1,4,48,12,0,18,6.00
050-06,15.68,16.64,0.96,20300,14,7,Urban 4 Lane Divided,4,Divided <30 ft,8,1,4,48,12,0,20,6.67
050-06,15.12,15.68,0.56,23450,14,7,Urban 4 Lane Divided,4,Divided <30 ft,8,1,4,48,12,0,6,2.00
050-06,14.42,14.71,0.29,27623,14,7,Urban 4 Lane Divided,4,Divided <30 ft,15,1,4,48,12,0,22,7.33
050-06,4.5,5.19,0.69,11550,2,3,Rural 4 Lane Divided,5,Divided >30 ft,64,1,4,48,12,0,2,0.67
050-06,3.76,4,0.24,11667,2,3,Rural 4 Lane Divided,5,Divided >30 ft,64,1,4,48,12,0,3,1.00
050-06,4,4.2,0.2,12100,2,3,Rural 4 Lane Divided,5,Divided >30 ft,64,1,4,48,12,0,1,0.33
050-06,0,3.34,3.34,5757,2,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,21,7.00
050-06,3.41,3.58,0.17,12100,2,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
050-07,6.11,6.71,0.6,38182,2,3,Rural 4 Lane Divided,4,Divided <30 ft,12,1,4,48,12,0,34,11.33
050-07,0,2.14,2.14,29969,14,7,Urban 4 Lane Divided,4,Divided <30 ft,12,1,4,48,12,0,78,26.00
050-07,2.34,2.48,0.14,29982,14,7,Urban 4 Lane Divided,4,Divided <30 ft,12,1,4,48,12,0,11,3.67
050-07,2.14,2.34,0.2,30200,14,7,Urban 4 Lane Divided,4,Divided <30 ft,12,1,4,48,12,0,9,3.00
050-07,2.48,4.76,2.28,32703,14,7,Urban 4 Lane Divided,4,Divided <30 ft,12,1,4,48,12,0,121,40.33
050-07,4.76,5.39,0.63,35637,14,7,Urban 4 Lane Divided,4,Divided <30 ft,12,1,4,48,12,0,30,10.00
050-07,5.39,6.11,0.72,37833,14,7,Urban 4 Lane Divided,4,Divided <30 ft,12,1,4,48,12,0,15,5.00
050-07,8.28,8.53,0.25,37991,14,7,Urban 4 Lane Divided,4,Divided <30 ft,12,1,4,48,12,0,46,15.33
050-07,6.71,8.28,1.57,38133,14,7,Urban 4 Lane Divided,4,Divided <30 ft,12,1,4,48,12,0,196,65.33
050-07,8.53,9.12,0.59,46392,14,7,Urban 4 Lane Divided,4,Divided <30 ft,12,1,4,48,12,0,89,29.67
050-07,13.71,14.35,0.64,14100,14,5,Urban 2 Lane,5,Divided >30 ft,30,1,2,24,12,0,1,0.33
050-07,9.95,10.72,0.77,18464,14,7,Urban 4 Lane Divided,5,Divided >30 ft,30,1,4,48,12,0,14,4.67
050-07,9.12,9.95,0.83,21439,14,7,Urban 4 Lane Divided,5,Divided >30 ft,30,1,4,48,12,0,59,19.67
050-07,13.17,13.71,0.54,14160,14,7,Urban 4 Lane Divided,5,Divided >30 ft,32,1,4,48,12,0,10,3.33
050-07,12.86,13.17,0.31,14000,14,7,Urban 4 Lane Divided,5,Divided >30 ft,48,1,4,48,12,0,3,1.00
050-07,10.72,12.86,2.14,14279,14,7,Urban 4 Lane Divided,5,Divided >30 ft,48,1,4,48,12,0,19,6.33
051-02,7.8,8.28,0.48,2100,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
051-02,1.07,7.8,6.73,3667,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,12,4.00
051-02,0.39,1.07,0.68,3500,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
051-02,0.19,0.39,0.2,4100,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
051-03,4.98,12.86,7.88,2238,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,8,2.67
051-03,0.3,4.98,4.68,2300,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
051-03,0,0.3,0.3,2400,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
051-04,2.46,2.61,0.15,10300,6,3,Rural 4 Lane Divided,4,Divided <30 ft,12,1,4,50,12.5,0,1,0.33
051-04,2.61,2.7,0.09,10400,6,3,Rural 4 Lane Divided,4,Divided <30 ft,12,1,4,50,12.5,0,1,0.33
051-04,0,2.46,2.46,5750,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,6,2.00
051-04,3.3,3.36,0.06,9200,6,2,Rural 4 Lane,1,Undivided,0,0,4,45,11.25,0,1,0.33
051-04,3.36,3.48,0.12,9600,6,2,Rural 4 Lane,1,Undivided,0,0,4,45,11.25,0,2,0.67
051-04,2.7,3.3,0.6,9769,6,2,Rural 4 Lane,1,Undivided,0,0,4,45,11.25,0,13,4.33
051-04,3.53,3.64,0.11,9580,6,2,Rural 4 Lane,1,Undivided,0,0,4,46,11.5,0,5,1.67
051-04,3.48,3.53,0.05,9950,6,2,Rural 4 Lane,1,Undivided,0,0,4,46,11.5,0,4,1.33
051-05,0.75,9.04,8.29,3234,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,35,11.67
051-05,0.39,0.68,0.29,4400,6,2,Rural 4 Lane,1,Undivided,0,0,4,46,11.5,0,1,0.33
051-05,0.68,0.75,0.07,4400,6,2,Rural 4 Lane,1,Undivided,0,0,4,46,11.5,0,1,0.33
051-05,0,0.39,0.39,5860,6,2,Rural 4 Lane,1,Undivided,0,0,4,46,11.5,0,5,1.67
051-06,2,6.88,4.88,1998,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,4,1.33
051-06,0,1.18,1.18,3333,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,6,2.00
051-07,11.75,11.9,0.15,6700,6,3,Rural 4 Lane Divided,9,Continuous Turn Lane,0,0,4,48,12,0,2,0.67
051-07,0,2.34,2.34,2500,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,4,1.33
051-07,3.26,5.91,2.65,2967,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,6,2.00
051-07,7.09,8,0.91,3550,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
051-07,11.19,11.41,0.22,4400,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
051-07,8,11.19,3.19,4727,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,11,3.67
051-08,4.02,9.83,5.81,2220,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,10,3.33
051-08,0.67,4.02,3.35,3280,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,5,1.67
052-01,2.34,4.35,2.01,5200,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,5,1.67
052-01,0,2.34,2.34,5300,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,5,1.67
052-01,4.35,6.8,2.45,6800,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,6,2.00
052-01,8.47,9.11,0.64,7000,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
052-01,6.8,8.4,1.6,7038,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,8,2.67
052-01,8.4,8.47,0.07,6900,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
052-01,14,14.35,0.35,10550,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,4,1.33
052-01,9.11,12.2,3.09,10633,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,15,5.00
052-01,12.2,12.67,0.47,12245,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,11,3.67
052-01,12.75,14,1.25,12264,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,14,4.67
052-01,12.67,12.75,0.08,12200,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
052-02,9.44,10.1,0.66,440,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,3,1.00
052-02,10.1,10.78,0.68,440,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,5,1.67
052-02,3.42,9.44,6.02,5846,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,13,4.33
052-02,0.06,0.38,0.32,4900,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
052-02,2.98,3.21,0.23,5833,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,3,1.00
052-02,1.39,2.98,1.59,5867,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,3,1.00
052-02,0.57,0.82,0.25,6300,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,3,1.00
052-02,0.82,1.31,0.49,6300,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
052-03,10.77,14.48,3.71,2800,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,7,2.33
052-03,0.51,5.5,4.99,3800,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,17,5.67
052-03,5.5,10.77,5.27,3800,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,15,5.00
052-03,0,0.36,0.36,4300,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,3,1.00
052-04,6.16,6.72,0.56,4300,6,1,Rural 2 Lane,4,Divided <30 ft,2,1,2,24,12,0,5,1.67
052-04,0,1.32,1.32,2800,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,4,1.33
052-04,1.32,6.16,4.84,3042,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,5,1.67
052-05,1.13,1.43,0.3,5700,6,1,Rural 2 Lane,9,Continuous Turn Lane,12,0,2,24,12,0,2,0.67
052-05,1.43,1.82,0.39,5700,6,1,Rural 2 Lane,9,Continuous Turn Lane,12,0,2,24,12,0,3,1.00
052-05,0.78,1.13,0.35,5500,6,1,Rural 2 Lane,4,Divided <30 ft,18,1,2,24,12,0,1,0.33
052-05,15.03,13.48,1.55,1495,9,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,4,1.33
052-05,12.02,11.36,0.66,1686,9,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,5,1.67
052-05,13.48,12.02,1.46,1870,9,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
052-05,11.36,9.69,1.67,4067,9,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,3,1.00
052-05,2.6,9.69,7.09,4330,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,20,6.67
052-05,1.82,1.92,0.1,5700,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
052-05,1.92,2.6,0.68,5700,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
052-06,2.16,0,2.16,2217,9,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,6,2.00
052-06,4.29,6.48,2.19,8906,17,5,Urban 2 Lane,1,Undivided,0,0,2,18,9,0,18,6.00
052-06,2.48,2.16,0.32,2233,17,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,3,1.00
052-06,3.5,4.19,0.69,7050,17,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
052-07,4.14,9.43,5.29,6100,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,49,16.33
052-07,9.43,10.36,0.93,6900,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,6,2.00
052-07,0.47,4.14,3.67,8503,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,31,10.33
052-07,0.13,0.47,0.34,8600,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
052-07,0,0.13,0.13,8600,16,6,Urban 4 Lane,1,Undivided,0,0,4,48,12,0,2,0.67
052-08,17.98,18.35,0.37,10500,16,6,Urban 4 Lane,3,1 Way Couplet,30,0,4,50,12.5,0,7,2.33
052-08,18.6,19.22,0.62,9571,16,6,Urban 4 Lane,3,1 Way Couplet,30,0,6,64,10.66666667,0,7,2.33
052-08,18.35,18.6,0.25,10500,16,6,Urban 4 Lane,3,1 Way Couplet,30,0,6,64,10.66666667,0,5,1.67
052-08,0,7.61,7.61,1940,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,16,5.33
052-08,10.01,12.24,2.23,1942,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,13,4.33
052-08,7.61,10.01,2.4,1950,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,6,2.00
052-08,12.24,15.54,3.3,2300,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,14,4.67
052-08,15.54,15.87,0.33,2300,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,4,1.33
052-08,15.87,16.63,0.76,2450,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,4,1.33
052-08,16.63,16.83,0.2,2500,16,6,Urban 4 Lane,1,Undivided,0,0,4,49,12.25,0,1,0.33
052-08,16.98,17.98,1,11236,16,6,Urban 4 Lane,1,Undivided,0,0,4,49,12.25,0,22,7.33
052-30,0,1.9,1.9,3667,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,3,1.00
052-30,1.9,2.8,0.9,3814,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,7,2.33
052-30,4.89,5.22,0.33,5950,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
052-30,2.8,4.89,2.09,6473,6,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,11,3.67
052-30,5.22,6.74,1.52,5900,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,3,1.00
052-30,6.74,7.36,0.62,5988,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,8,2.67
052-30,7.36,10.11,2.75,12511,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,70,23.33
052-30,10.11,10.17,0.06,12333,16,6,Urban 4 Lane,1,Undivided,0,0,3,38,12.66666667,0,3,1.00
052-30,10.17,10.63,0.46,22626,16,6,Urban 4 Lane,1,Undivided,0,0,3,38,12.66666667,0,85,28.33
052-30,10.63,11.3,0.67,12248,16,6,Urban 4 Lane,1,Undivided,0,0,4,49,12.25,0,81,27.00
052-30,11.3,12.2,0.9,12700,16,6,Urban 4 Lane,1,Undivided,0,0,4,49,12.25,0,20,6.67
053-01,1.53,1.69,0.16,8600,14,7,Urban 4 Lane Divided,9,Continuous Turn Lane,0,0,4,48,12,0,4,1.33
053-01,0,0.13,0.13,8400,14,5,Urban 2 Lane,1,Undivided,0,0,2,28,14,0,1,0.33
053-01,10.79,13.11,2.32,2875,7,1,Rural 2 Lane,,,0,0,2,24,12,0,4,1.33
053-01,13.11,13.3,0.19,2900,7,1,Rural 2 Lane,,,0,0,2,24,12,0,1,0.33
053-01,5.44,8.75,3.31,2900,16,5,Urban 2 Lane,,,0,0,2,24,12,0,6,2.00
053-01,8.75,10.79,2.04,2900,16,5,Urban 2 Lane,,,0,0,2,24,12,0,3,1.00
053-01,0.4,0.77,0.37,8800,14,5,Urban 2 Lane,,,0,0,2,28,14,0,17,5.67
053-01,0.77,1.06,0.29,8900,14,5,Urban 2 Lane,,,0,0,2,28,14,0,1,0.33
053-01,4.95,5.44,0.49,2900,16,6,Urban 4 Lane,,,0,0,4,24,6,0,3,1.00
053-01,0.13,0.4,0.27,8636,14,7,Urban 4 Lane Divided,,,14,0,2,28,14,0,11,3.67
053-01,1.06,1.53,0.47,8600,14,7,Urban 4 Lane Divided,,,14,0,4,48,12,0,9,3.00
053-01,1.8,3.09,1.29,14829,16,7,Urban 4 Lane Divided,,,30,0,4,48,12,0,7,2.33
053-01,3.09,4.95,1.86,7000,16,7,Urban 4 Lane Divided,,,30,0,4,48,12,0,8,2.67
053-02,3.2,6.86,3.66,1085,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,4,1.33
053-02,6.86,8.87,2.01,1085,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
053-02,0.49,3.2,2.71,3100,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
053-02,0,0.28,0.28,2600,7,2,Rural 4 Lane,1,Undivided,0,0,4,49,12.25,0,1,0.33
053-03,9.92,11.5,1.58,1720,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,1,0.33
053-03,3.63,4.91,1.28,1078,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,4,1.33
053-03,0,3.63,3.63,1082,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,5,1.67
053-03,4.91,9.92,5.01,1674,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,9,3.00
053-03,11.5,15.44,3.94,1686,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,8,2.67
053-04,11.13,11.83,0.7,5267,7,3,Rural 4 Lane Divided,5,Divided >30 ft,64,1,4,48,12,0,3,1.00
